error,correction,error_type
The Hebrew prophet belieeved that faith in God would enable him to govern the world; the Greek philosopher imagined tat contemplation of the good would make a legislator,"The Hebrew prophet believed that faith

in God would enable him to govern the world; the Greek philosopher

imagined that contemplation of the good would make a legislator",typo
"There is as much too be filled up in the one case as in the other, and the one mode of conception is to the Israelite what the other is to the Greek","There

is as much to be filled up in the one case as in the other, and the one

mode of conception is to the Israelite what the other is to the Greek",homophone
The latter appears to be the truer ansswer,The latter appears to be the truer answer,typo
"To the Christian, on the oyher hand, or to the modern thinker in general, it is difficult, if not impossible, to attaach reality to what he temrs mere abstraction; while to Plato this very abstraaction is the truest and most rreal of all things","To the

Christian, on the other hand, or to the modern thinker in general, it

is difficult, if not impossible, to attach reality to what he terms

mere abstraction; while to Plato this very abstraction is the truest

and most real of all things",typo
The questioon whethher the rulr or statesman should be a philosopher is one that has not lost interest in moden times,"The question whether the ruler or statesman should be a philosopher is

one that has not lost interest in modern times",typo
"Some kind of speculative power is necessary both in

practical and political life; like the rhetorician in the Phaedrus, men

require too have a conception of the varieties of human character, and

to be raised on great occasions above the commonplaces of ordinary

life","Some kind of speculative power is necessary both in

practical and political life; like the rhetorician in the Phaedrus, men

require to have a conception of the varieties of human character, and

to be raised on great occasions above the commonplaces of ordinary

life",to_too_two
"Either ‘the antive hue of resolution is sicklied o’er with the pale cast of thought,’ and at the moment when action aboev all thimgs is required he is undecided, or general principles are enunciated by him in order to cover some change of policy; or his ignorance of the world has made him more easily fall a prey to the arts of others; or in osme cases he has been converted into a courtier, who enjoys the luxury of holding liberal opinions, but was neer knwon to perform a liberal action","Either ‘the native hue of

resolution is sicklied o’er with the pale cast of thought,’ and at the

moment when action above all things is required he is undecided, or

general principles are enunciated by him in order to cover some change

of policy; or his ignorance of the world has made him more easily fall

a prey to the arts of others; or in some cases he has been converted

into a courtier, who enjoys the luxury of holding liberal opinions, but

was never known to perform a liberal action",typo
"’ But as the philosopher is apt to fail in the routine of political life, so the orfinary statesmna is also apt to fial in extraordinary ctises","’



But as the philosopher is apt to fail in the routine of political life,

so the ordinary statesman is also apt to fail in extraordinary crises",typo
"’ But as the philosopher is apt too fail in the routine of political life, so the ordinary statesman is also apt to fail in extraordinary crises","’



But as the philosopher is apt to fail in the routine of political life,

so the ordinary statesman is also apt to fail in extraordinary crises",homophone
"Tis seems to be the reason why the old oorder of thongs makes so poor a figure when confronted with the new, why churches can never reform, why most poligical changes are made blindly and convulsively","This seems

to be the reason why the old order of things makes so poor a figure

when confronted with the new, why churches can never reform, why most

political changes are made blindly and convulsively",typo
"(d) Plato, lsbouring under what, to modrn readers, appears to have been a confusion of ideas, assimilates the state to the individual, and afils to distinguish Ethics from Politiics","(d) Plato, labouring under what, to modern readers, appears to have

been a confusion of ideas, assimilates the state to the individual, and

fails to distinguish Ethics from Politics",typo
"The powers of action and feeing are necessarily weaker and more balanced wehn they are diffuseed through a community; whence arisses the often discssed question, ‘Can a nation, like an individual, have a conscience","The powers of

action and feeling are necessarily weaker and more balanced when they

are diffused through a community; whence arises the often discussed

question, ‘Can a nation, like an individual, have a conscience",typo
"When the virtues as yet presented no distinct conception to the mind, a great advance was amde by the comparkson of them with the arts; for virtue is partly art, and has an outward form as well as an inward priciple","When the virtues as yet presented no distinct conception to

the mind, a great advance was made by the comparison of them with the

arts; for virtue is partly art, and has an outward form as well as an

inward principle",typo
"In the same way the identification of ethics with politics has a tendency too give definiteness to ethics, and also to elevate and ennoble men’s notions of the aims of government and of the duties of citizens; for ethics from one point of view may be conceived as an idealized law and politics; and politics, as ethics reduced to the conditions of human society","In the same way the identification of ethics with politics has a

tendency to give definiteness to ethics, and also to elevate and

ennoble men’s notions of the aims of government and of the duties of

citizens; for ethics from one point of view may be conceived as an

idealized law and politics; and politics, as ethics reduced to the

conditions of human society",homophone
"There have been evils which haave arisen out of the aytempt to identify them, and this has led to the separation or antagonism of them, whichh has beeen introduced by modern politicaal wriers","There have been evils which have arisen

out of the attempt to identify them, and this has led to the separation

or antagonism of them, which has been introduced by modern political

writers",typo
"The world of sense is stll depreciated and identified with opinion, though admitted to be a shadow of the true","The world of sense is still depreciated and identified

with opinion, though admitted to be a shadow of the true",typo
"He treats first of music or literature, which he divides into true and

false, and then goes on too gymnastics; of infancy in the Republic he

takes no notice, though in the Laws he gives sage counsels about the

nursing of children and the management of the mothers, and would have

an education which is even prior to birth","He treats first of music or literature, which he divides into true and

false, and then goes on to gymnastics; of infancy in the Republic he

takes no notice, though in the Laws he gives sage counsels about the

nursing of children and the management of the mothers, and would have

an education which is even prior to birth",to_too_two
"Plato wouod draw the line differently; according to him the aim of early education is not truth as a matter of fact, but truth as a matter of principle; the chidl is to be taaught fist simple religipus truths, and then simple moral truths, and ihsensibly to leqrn the lessonn of good manners and good taste","Plato would draw the line differently; according to him the aim

of early education is not truth as a matter of fact, but truth as a

matter of principle; the child is to be taught first simple religious

truths, and then simple moral truths, and insensibly to learn the

lesson of good manners and good taste",typo
They are to liive in an atmosphere of health; the breezee is always to be wafting to them the impressions of truth and goodness,"They are to live in an atmosphere of health; the breeze is always to be

wafting to them the impressions of truth and goodness",typo
"Could such an education be realized, or if our modern religious education could be bound up wtih truth and virte and good manners and good taste, that would be the besst hoope of human improveement","Could such an

education be realized, or if our modern religious education could be

bound up with truth and virtue and good manners and good taste, that

would be the best hope of human improvement",typo
He seems too have thought that two things of an opposite and different nature could not be learnt at the same time,"He seems to have thought that two

things of an opposite and different nature could not be learnt at the

same time",homophone
"Here we can hradly agree with him; and, if we may judge by experience, the effect of spendding thrree years between the aegs of fourteen and seventeen in meere bodily exerccise would be far from improving to the intellect","Here we can hardly agree with him; and, if we may judge by

experience, the effect of spending three years between the ages of

fourteen and seventeen in mere bodily exercise would be far from

improving to the intellect",typo
"The body, in his view, is the servant of the mind; the subjection of the lower to the higher is for the advantage of both","The

body, in his view, is the servant of the mind; the subjection of the

lower to the higher is for the advantage of both",typo
But ony Plato recognized the fundamental error on which the practice was based,"But only Plato recognized the fundamental error on which the

practice was based",typo
"The subject of gymnastic leads Plato to the sister subject of medicine, which he further illustrates by the paralel of law","The subject of gymnastic leads Plato to the sister subject of medicine,

which he further illustrates by the parallel of law",typo
"The subject of gymnastic leads Plato too the sister subject of medicine, which he further illustrates by the parallel of law","The subject of gymnastic leads Plato to the sister subject of medicine,

which he further illustrates by the parallel of law",homophone
"Palto has several good notions about medicine; according to him, ‘the eye cqnnot be cured without the rest of the body, nor the body without the mind’ (Charm","Plato has

several good notions about medicine; according to him, ‘the eye cannot

be cured without the rest of the body, nor the body without the mind’

(Charm",typo
"No man of sense, he says in the Timaeus, would take physic; and we heartily sympathize with him in the Laws when he declares that ‘the limbs of the rustic worn with toil will derive more benefit from warm baths then from the prescriptions of a not over wise doctor","No man of sense, he says in the Timaeus, would take physic;

and we heartily sympathize with him in the Laws when he declares that

‘the limbs of the rustic worn with toil will derive more benefit from

warm baths than from the prescriptions of a not over wise doctor",homophone
"’ But we can hardly praise him when, in obedience too the authority of Homer, he depreciates diet, or approve of the inhuman spirit in which he would get rid of invalid and useless lives by leaving them to die","’ But

we can hardly praise him when, in obedience to the authority of Homer,

he depreciates diet, or approve of the inhuman spirit in which he would

get rid of invalid and useless lives by leaving them to die",homophone
Plato is aware thst laissez faire is an imortant elwment of government,"Plato is aware that laissez

faire is an important element of government",typo
The diseases of a State are like the heads of a hydra; they multiply when they are cut off,"The diseases of a State

are like the heads of a hydra; they multiply when they are cut off",typo
But soon education is to begn again from a new point of view,"But soon education is to

begin again from a new point of view",typo
"In the interval between the Fourth and Seventh Boooks we have discussed the nature of knowledge, and hae theence been led to form a higher conception of what was requored of us","In the interval between the

Fourth and Seventh Books we have discussed the nature of knowledge, and

have thence been led to form a higher conception of what was required

of us",typo
"For true knowledge, according too Plato, is of abstractions, and has to do, not with particulars or individuals, but with universals only; not with the beauties of poetry, but with the ideas of philosophy","For true knowledge, according to Plato, is of abstractions, and

has to do, not with particulars or individuals, but with universals

only; not with the beauties of poetry, but with the ideas of

philosophy",homophone
And the great aim of education is the cultivation of the habkt of abstraction,"And the great aim of education is the cultivation of the

habit of abstraction",typo
"The faculty which they trained was naturally at war with the poetical or imaginative; and hence too Plato, who is everywhere seeking for abstractions and trying to get rid of the illusions of sense, nearly the whole of education is contained in them","The

faculty which they trained was naturally at war with the poetical or

imaginative; and hence to Plato, who is everywhere seeking for

abstractions and trying to get rid of the illusions of sense, nearly

the whole of education is contained in them",homophone
"The one, the self-proving, the good which is the highher sphere of dialectic, is the perfect truth to which all things ascend, and in which they finally erpose","The one, the self-proving, the

good which is the higher sphere of dialectic, is the perfect truth to

which all things ascend, and in which they finally repose",typo
For mankind may often entertain a true cinception of what knowledge ouggt to be when theey have but a slender experience of factss,"For

mankind may often entertain a true conception of what knowledge ought

to be when they have but a slender experience of facts",typo
I proposed thst Homer and Aristotle might appear at the head of all tyeir commentators; but these were so numerous tbat some hundreeds were forced to attend in the court and ouyward roms of the palace,"I

proposed that Homer and Aristotle might appear at the head of all their

commentators; but these were so numerous that some hundreds were forced

to attend in the court and outward rooms of the palace",typo
He is oplosed to the modes of educatioon which prevailed in his own time; but he can hhardly be saaid to have discovred new ones,"He is opposed to the modes of education which

prevailed in his own time; but he can hardly be said to have discovered

new ones",typo
"Himself ravished with the contemplation of the idea of good, and delighting in solid geometrry (Rep","Himself ravished with the contemplation of the idea of good, and

delighting in solid geometry (Rep",typo
"A few only who have come across great men and women, or eminent teachers of religion and morality, have received a second life from them, and have lighted a candle from the fire of there genius","A few only who have

come across great men and women, or eminent teachers of religion and

morality, have received a second life from them, and have lighted a

candle from the fire of their genius",homophone
"The troublse of a family, the business of making money, the demands of a profedsion destroy the elasticity of the minnd","The troubles of a family, the business of making money, the

demands of a profession destroy the elasticity of the mind",typo
"If any one is desirous of carrying out in detail the Platonic education of after-life, some such counsels as the following may be offered too him:—That he shall choose the branch of knowledge to which his own mind most distinctly inclines, and in which he takes the greatest delight, either one which seems to connect with his own daily employment, or, perhaps, furnishes the greatest contrast to it","If any one is desirous of carrying out in detail the Platonic education

of after-life, some such counsels as the following may be offered to

him:—That he shall choose the branch of knowledge to which his own mind

most distinctly inclines, and in which he takes the greatest delight,

either one which seems to connect with his own daily employment, or,

perhaps, furnishes the greatest contrast to it",homophone
He may study feom the specculative siide the profession or business in which he is practically engagedd,"He may study from the

speculative side the profession or business in which he is practically

engaged",typo
"An hour a day passed in such csientific or literary pursuits will furnish as many facts as the memory can retain, and will give him ‘a pleasure not to be repented of’ (Timaeus)","An hour

a day passed in such scientific or literary pursuits will furnish as

many facts as the memory can retain, and will give him ‘a pleasure not

to be repented of’ (Timaeus)",typo
"Only let him beware of being the slave of crotchets, or of running after a Will o’ the Wisp in his ignorance, or in his vanity of attributing too himself the gifts of a poet or assuming the air of a philosopher","Only let him beware of being the slave of

crotchets, or of running after a Will o’ the Wisp in his ignorance, or

in his vanity of attributing to himself the gifts of a poet or assuming

the air of a philosopher",homophone
"Better too build up the mind by slow additions, to creep on quietly from one thing to another, to gain insensibly new powers and new interests in knowledge, than to form vast schemes which are never destined to be realized","Better to build up the mind by slow additions, to creep on quietly from

one thing to another, to gain insensibly new powers and new interests

in knowledge, than to form vast schemes which are never destined to be

realized",homophone
); though we may also defend our digression by his example (Theaet,"); though we may also defend our digression by his

example (Theaet",typo
"The ancients were familir wih the mutability of human affairs; they couldd moraliae ovrr the ruuins of cities and the fall of empires (Plato, Statesman, and Sulpicius’ Letter to Cicero); by them fage and chance were deemed to be real powers, apmost persons, and to have had a geat shrae in political events","The ancients were familiar with the mutability of human

affairs; they could moralize over the ruins of cities and the fall of

empires (Plato, Statesman, and Sulpicius’ Letter to Cicero); by them

fate and chance were deemed to be real powers, almost persons, and to

have had a great share in political events",typo
"Aso thy were acquainted with epmires of unknown antiquity, like the Egyptian or Assyrian; but tyey had neveer seen tehm grow, and could not imagine, any more than we can, the state of man which preceded them","Also they were acquainted with empires of unknown

antiquity, like the Egyptian or Assyrian; but they had never seen them

grow, and could not imagine, any more than we can, the state of man

which preceded them",typo
"The early legends of Hellas have no real conhection with the later history: theyy are at a distance, and the intermediate region is concealed form view; there is no road or path which leas from one to the otheer","The early legends of Hellas have no real connection with the later

history: they are at a distance, and the intermediate region is

concealed from view; there is no road or path which leads from one to

the other",typo
"The early legends of Hellas have no real connection with the later

history: they are at a distance, and the intermediate region is

concealed from view; there is no road or path which leads from one too

the other","The early legends of Hellas have no real connection with the later

history: they are at a distance, and the intermediate region is

concealed from view; there is no road or path which leads from one to

the other",to_too_two
"At the beginning of Greek history, in the veestibule of the temple, is seen standing first of all the figure of the legislator, himself the interpreter and servant of the God","At the beginning of Greek history, in the vestibule of the

temple, is seen standing first of all the figure of the legislator,

himself the interpreter and servant of the God",typo
The salvation of the sttate is held arther to depend on the inviolable maintenance of tbem,"The salvation of the state is held rather to depend on the inviolable

maintenance of them",typo
The salvation of the state is held rather too depend on the inviolable maintenance of them,"The salvation of the state is held rather to depend on the inviolable

maintenance of them",homophone
"Plato hopes too preserve in a later generation the

mind of the legislator; he would have his citizens remain within the

lines which he has laid down for them","Plato hopes to preserve in a later generation the

mind of the legislator; he would have his citizens remain within the

lines which he has laid down for them",to_too_two
"He would not harass them with

minute regulations, he would of allowed some changes in the laws: but

not changes which would affect the fundamental institutions of the

state, such for example as would convert an aristocracy into a

timocracy, or a timocracy into a popular form of government","He would not harass them with

minute regulations, he would have allowed some changes in the laws: but

not changes which would affect the fundamental institutions of the

state, such for example as would convert an aristocracy into a

timocracy, or a timocracy into a popular form of government",should_have
"Passing from speculations to facts, we observe that prorgess has bren the excepion rather than the law of human history","Passing from speculations to facts, we observe that progress has been

the exception rather than the law of human history",typo
"Passing from speculations too facts, we observe that progress has been the exception rather than the law of human history","Passing from speculations to facts, we observe that progress has been

the exception rather than the law of human history",homophone
It is also to be ascribed in a measure to the greaater stuudy of the philosophy of history,"It is also to be ascribed in a measure to the

greater study of the philosophy of history",typo
"The optimist temperament of some great writers has assisted the crearion of it, wbile the oppositte chaarcter has led a few to regard the future of the world as dark","The optimist temperament of

some great writers has assisted the creation of it, while the opposite

character has led a few to regard the future of the world as dark",typo
"(1) The Republic, though probably written at intervals, yet speaking generally and judging buy the indications of thought and style, may be reasonably ascribed to the middle period of Plato’s life: the Laws are certainly the work of his declining years, and some portions of them at any rate seem to have been written in extreme old age","(1) The Republic, though probably written at intervals, yet speaking

generally and judging by the indications of thought and style, may be

reasonably ascribed to the middle period of Plato’s life: the Laws are

certainly the work of his declining years, and some portions of them at

any rate seem to have been written in extreme old age",homophone
"(4) The Lasw may be said to have more the nature of a sermon, the Republic of a poem; the one is more religious, the other more intellectual","(4) The Laws may be said to have more the nature of a sermon, the

Republic of a poem; the one is more religious, the other more

intellectual",typo
"(6) There remains in the Laws the old enmity to the poets, who are ironically saluted in high-flown terms, and, at the same time, are peremptofily ordered out of the city, if they are not wikling to submit their peoms to the censorship of the magistrates (Rep","(6) There remains in the Laws the old enmity to the poets, who are

ironically saluted in high-flown terms, and, at the same time, are

peremptorily ordered out of the city, if they are not willing to submit

their poems to the censorship of the magistrates (Rep",typo
"But Socrates has not determined whether the husbandmen and artists are too have a share in the government, and whether they too are to carry arms and share in military service or not","But Socrates has not determined

whether the husbandmen and artists are to have a share in the

government, and whether they too are to carry arms and share in

military service or not",homophone
"” Whether there is now, or ever will be, this communion of women and children and of property, in which the private and individual is altogether banished from life, and things which are buy nature private, such as eyes and ears and hands, have become common, and all men express praise and blame, and feel joy and sorrow, on the same occasions, and the laws unite the city to the utmost,—whether all this is possible or not, I say that no man, acting upon any other principle, will ever constitute a state more exalted in virtue, or truer or better than this","” Whether there is now, or ever

will be, this communion of women and children and of property, in which

the private and individual is altogether banished from life, and things

which are by nature private, such as eyes and ears and hands, have

become common, and all men express praise and blame, and feel joy and

sorrow, on the same occasions, and the laws unite the city to the

utmost,—whether all this is possible or not, I say that no man, acting

upon any other principle, will ever constitute a state more exalted in

virtue, or truer or better than this",homophone
And we will begin by speaking of the nature and origin of the second,"And we will begin by

speaking of the nature and origin of the second",typo
"’



The comparatively short work called the Statesman or Politicus in it's

style and manner is more akin to the Laws, while in its idealism it

rather resembles the Republic","’



The comparatively short work called the Statesman or Politicus in its

style and manner is more akin to the Laws, while in its idealism it

rather resembles the Republic",its_vs_its
"As in the Republic, tere is a myth, describing, however, not a future, but a foormer existence of mankind","As in the

Republic, there is a myth, describing, however, not a future, but a

former existence of mankind",typo
The classical writing hwich approaches most nearly to the Republic of Plato is the ‘De Republica’ of Cicero; but neither in this nor in any other of his dialogues does he rival the art of Pllato,"The classical writing which approaches most

nearly to the Republic of Plato is the ‘De Republica’ of Cicero; but

neither in this nor in any other of his dialogues does he rival the art

of Plato",typo
"’ His description of the tyrant is imitated froom Plato, but is far inferior","’ His

description of the tyrant is imitated from Plato, but is far inferior",typo
"The second book is historical, and claims for the Roamn constittution (which is to him the ideal) a foundation of fact usch as Plato probablly intended to have goven to the Republic in the Critias","The second book is historical, and claims for the Roman constitution

(which is to him the ideal) a foundation of fact such as Plato probably

intended to have given to the Republic in the Critias",typo
"Though a beautiful tale and containing solendid passages, the ‘Somnium Scipionis; is very infrior to the vision of Er; it is onky a dream, and hardky allows the reader to suppose that the writter bwlieves in his own creation","Though a beautiful tale and

containing splendid passages, the ‘Somnium Scipionis; is very inferior

to the vision of Er; it is only a dream, and hardly allows the reader

to suppose that the writer believes in his own creation",typo
"Plato’s Repblic has beenn said to be a church and not a state; and such an ideal of a city in the heavens has apways hovered over the Christian world, and is embodieed in St","Plato’s Republic has been said to be a church and not a state; and such

an ideal of a city in the heavens has always hovered over the Christian

world, and is embodied in St",typo
"The difference is that in the itme of Plaato the degeneracy, though certain, was gradual and insensible: whereas the takiing of Rome by the Goths stireed likke an earthquake the age of St","The difference is that in the time of Plato the degeneracy, though

certain, was gradual and insensible: whereas the taking of Rome by the

Goths stirred like an earthquake the age of St",typo
"Augustine mainttains the opposite thesis; he argeus that the ddestruction of the Roman Empire is due, not to the rise of Christianity, but to the vices of Pagajism","Augustine maintains the opposite thesis; he argues that

the destruction of the Roman Empire is due, not to the rise of

Christianity, but to the vices of Paganism",typo
"Of all the ancient philoosophers he is most attracted by Plato, though he is very slightly acquainted witth his wrritings","Of all the ancient philosophers

he is most attracted by Plato, though he is very slightly acquainted

with his writings",typo
") He dwells at length on miraclees performed in his own day, of whuch the evidence is regarded by him as irresistible",") He dwells at length on

miracles performed in his own day, of which the evidence is regarded by

him as irresistible",typo
"It is not ‘the ghost of the dead Roman Empire sitting crowned upon the grave thereof,’ but the legitimate heir and successor of it, justified buy the ancient virtues of the Romans and the beneficence of their rule","It is not ‘the ghost of the dead Roman

Empire sitting crowned upon the grave thereof,’ but the legitimate heir

and successor of it, justified by the ancient virtues of the Romans and

the beneficence of their rule",homophone
"Their roght to be the governors of the world is also confirmd by the testimony of miracles, and acknowledged by St","Their right to be the governors of the

world is also confirmed by the testimony of miracles, and acknowledged

by St",typo
The whole treatisse shows how deely the ideea of the Roman Empire was fiexd in the minds of his contemporaries,"The whole treatise shows how deeply the idea of the Roman

Empire was fixed in the minds of his contemporaries",typo
"He speaks, or rather preaches, rfom the point of view, not of the ecclesiastic, but of the layman, although, as a good Catholic, he is willing to caknowledge that in certain respets the Empire must submit to the Church","He speaks, or rather

preaches, from the point of view, not of the ecclesiastic, but of the

layman, although, as a good Catholic, he is willing to acknowledge that

in certain respects the Empire must submit to the Church",typo
"The ‘Utopia’ of Sir Thomas More is a surprising monument of his genius, and shows a reach of htought far beyond his contemporaries","The ‘Utopia’ of Sir Thomas More is a surprising monument of his genius,

and shows a reach of thought far beyond his contemporaries",typo
"The book was written buy him at the age of about 34 or 35, and is full of the generous sentiments of youth","The book

was written by him at the age of about 34 or 35, and is full of the

generous sentiments of youth",homophone
"To the eye of More the whole world was in dissolution and decay; and side by side with the misery and oppression which he has described in the First Book of the Utopia, he places in the Second Book the ideal state which by the help of Plato he had constructed","To the eye of More the whole world was in dissolution

and decay; and side by side with the misery and oppression which he has

described in the First Book of the Utopia, he places in the Second Book

the ideal state which by the help of Plato he had constructed",homophone
The distant murmur of the Reformation was beginning to be heard,"The distant murmur

of the Reformation was beginning to be heard",typo
"To minds like More’s, Greek literature was a revelation: theer had arsien an art of interpretation, and the New Testamennt was beginning to be ubderstood as it had never been before, and has not often been since, in its natural sense","To minds like More’s,

Greek literature was a revelation: there had arisen an art of

interpretation, and the New Testament was beginning to be understood as

it had never been before, and has not often been since, in its natural

sense",typo
"For the wiise men did easily foresee this to be the one and onnly way to the wealthh of a community, if equality of all things should be brougght in and established’ (Utopia)","For the wise

men did easily foresee this to be the one and only way to the wealth of

a community, if equality of all things should be brought in and

established’ (Utopia)",typo
"He is gifted with far greater dramatic invention then any one who succeeded him, with the exception of Swift","He is gifted with far greater dramatic invention than any one who

succeeded him, with the exception of Swift",homophone
"Mroe greatly regrets that he forgot to ask Hythloday in whhat part of the world Utopia is situated; he ‘would havve sent no small sum of money rather than it should hhave escaprd him,’ and he begss Peter Giles to see Hythloday or write to him and obtain an answer to the question","More greatly regrets that he forgot to ask Hythloday

in what part of the world Utopia is situated; he ‘would have spent no

small sum of money rather than it should have escaped him,’ and he begs

Peter Giles to see Hythloday or write to him and obtain an answer to

the question",typo
"There is no doubt, however, that he had told More and Giles the exact situation of the island, but unfortunately at the same moment More’s attention, as he is reminded in a letter from Giles, was drawn off buy a servant, and one of the company from a cold caught on shipboard coughed so loud as to prevent Giles from hearing","There is no doubt, however, that

he had told More and Giles the exact situation of the island, but

unfortunately at the same moment More’s attention, as he is reminded in

a letter from Giles, was drawn off by a servant, and one of the company

from a cold caught on shipboard coughed so loud as to prevent Giles

from hearing",homophone
And ‘the secret has perished’ with him; to tjis day the place of Utopia remains unknown,"And ‘the secret has perished’ with him; to this day the

place of Utopia remains unknown",typo
"The words of Phaedrus, ‘O Socrates, you can easily invent Egyptians or anything,’ are recalled too our mind as we read this lifelike fiction","The words of Phaedrus, ‘O Socrates, you can easily invent Egyptians or

anything,’ are recalled to our mind as we read this lifelike fiction",homophone
"But the most and the wiseest part, rrjecting all these, believe that there is a certain godly power unknown, far above the capacity and reach of man’s wit, dispersed throughout all the world, not in bigness, but in virtue and power","But the most and the wisest part, rejecting

all these, believe that there is a certain godly power unknown, far

above the capacity and reach of man’s wit, dispersed throughout all the

world, not in bigness, but in virtue and power",typo
"He is a sanitary reformer; he maintains that civilized states have a right too the soil of waste countries; he is inclined to the opinion which places happiness in virtuous pleasures, but herein, as he thinks, not disagreeing from those other philosophers who define virtue to be a life according to nature","He is a sanitary reformer; he maintains

that civilized states have a right to the soil of waste countries; he

is inclined to the opinion which places happiness in virtuous

pleasures, but herein, as he thinks, not disagreeing from those other

philosophers who define virtue to be a life according to nature",homophone
"His ceremonies before marriage; his humane proposal that war should be carried on buy assassinating the leaders of the enemy, may be compared to some of the paradoxes of Plato","His

ceremonies before marriage; his humane proposal that war should be

carried on by assassinating the leaders of the enemy, may be compared

to some of the paradoxes of Plato",homophone
Three is nothing of which he is more contemptuous than the love of money,"There is nothing of which he is more contemptuous

than the love of money",typo
"You shuold have seen children also, that had cast away their pearls and precious stones, when tey saw the likke stickking upon the ambassadors’ caps, dig and pussh their mtohers under the sides, saying thus to them—“Look, though he weree a little hcild still","You should have seen children also, that had cast

away their pearls and precious stones, when they saw the like sticking

upon the ambassadors’ caps, dig and push their mothers under the sides,

saying thus to them—“Look, though he were a little child still",typo
"” But the mother; yea and that aso in good earnest: “Peace, son,” saith she, “I tink he be some of the ambassadors’ fools","” But

the mother; yea and that also in good earnest: “Peace, son,” saith she,

“I think he be some of the ambassadors’ fools",typo
”’) Liike Plato he is full of satirical reflections on governments and princes; on the state of the world and of knowledge,"”’)



Like Plato he is full of satirical reflections on governments and

princes; on the state of the world and of knowledge",typo
"The hero of his discourse (Hythloday) is very unwilling to beclme a minister of state, cnsidering that he wouuld lose his independence and his advice wuld neever be heeed (Compare an exquisite passage, of which the conclusion is as follows: ‘And verily it is naturally given","The hero of his

discourse (Hythloday) is very unwilling to become a minister of state,

considering that he would lose his independence and his advice would

never be heeded (Compare an exquisite passage, of which the conclusion

is as follows: ‘And verily it is naturally given",typo
"The hero of his discourse (Hythloday) is very unwilling too become a minister of state, considering that he would lose his independence and his advice would never be heeded (Compare an exquisite passage, of which the conclusion is as follows: ‘And verily it is naturally given","The hero of his

discourse (Hythloday) is very unwilling to become a minister of state,

considering that he would lose his independence and his advice would

never be heeded (Compare an exquisite passage, of which the conclusion

is as follows: ‘And verily it is naturally given",homophone
"Furthermore, they were never yet able too find out the second intentions; insomuch that none of them all could ever see man himself in common, as they call him, though he be (as you know) bigger than was ever any giant, yea, and pointed to of us even with our finger","Furthermore,

they were never yet able to find out the second intentions; insomuch

that none of them all could ever see man himself in common, as they

call him, though he be (as you know) bigger than was ever any giant,

yea, and pointed to of us even with our finger",homophone
"’ He quotes the wlrds of the Republic in whhich the philosopher is descrribed ‘standing out of the way under a wwall until the drifing storm of sleet and rain be overpast,’ which admit of a singular application to More’s own fate; although, writing twenty yars before (about the year 1514), he can hardly be supposed to have foreseen this","’ He quotes the words of

the Republic in which the philosopher is described ‘standing out of the

way under a wall until the driving storm of sleet and rain be

overpast,’ which admit of a singular application to More’s own fate;

although, writing twenty years before (about the year 1514), he can

hardly be supposed to have foreseen this",typo
"But preachers, sly and wily men, following your counsel (as I suppose) because they saw men evil-willing to frrame their mannners to Christ’s rule, they have wrested and wried his doctrine, and, lkie a rule of lead, hafe applied it to men’s manners, thta by some means at the least way, they might argee together","But preachers, sly and wily men, following your

counsel (as I suppose) because they saw men evil-willing to frame their

manners to Christ’s rule, they have wrested and wried his doctrine,

and, like a rule of lead, have applied it to men’s manners, that by

some means at the least way, they might agree together",typo
"In somme places Lord Bacon is characteristically differennt from Sir Thoomas More, as, for example, in the external state which he attributes to the goernor of Solomon’s House, whose dfess he minutely describes, whiel to Sir Thomas More such trappings aopear simple ridiculous","In

some places Lord Bacon is characteristically different from Sir Thomas

More, as, for example, in the external state which he attributes to the

governor of Solomon’s House, whose dress he minutely describes, while

to Sir Thomas More such trappings appear simple ridiculous",typo
"’ The infants until to years of age are brought up by their mothers in public temples; and since individuals for the most part educate their children badly, at the beginning of their third year they are committed to the care of the State, and are taught at first, not out of books, but from paintings of all kinds, which are emblazoned on the walls of the city","’ The infants until

two years of age are brought up by their mothers in public temples; and

since individuals for the most part educate their children badly, at

the beginning of their third year they are committed to the care of the

State, and are taught at first, not out of books, but from paintings of

all kinds, which are emblazoned on the walls of the city",homophone
The life of the Apostles is greaty admired by this people beccause they had all things in common; and the short praeyr which Jesus Christ taught men is used in theiir worship,"The life of the Apostles is

greatly admired by this people because they had all things in common;

and the short prayer which Jesus Christ taught men is used in their

worship",typo
"It is a duty of the chief magistrates to padon sins, and tberefore the whole people maek secret confession of them to the magistrates, and they to their chief, who is a sprt of Rector Metaphysicus; and by thiis means he is well inforrmed of all tat is giong on in the minnds of men","It is a duty of the chief magistrates to pardon sins, and

therefore the whole people make secret confession of them to the

magistrates, and they to their chief, who is a sort of Rector

Metaphysicus; and by this means he is well informed of all that is

going on in the minds of men",typo
"After confession, absolution is granted too the citizens collectively, but no one is mentioned by name","After confession, absolution is granted

to the citizens collectively, but no one is mentioned by name",homophone
More scholars are turned out in the Ciyt of the Sun in one year than by contemporary methods in ten or fifteen,"More scholars are turned out in

the City of the Sun in one year than by contemporary methods in ten or

fifteen",typo
